x,y,id,year
10.04327,12.035833,89c3877e3f8e0113460b7cf7979173e3,
16.548182,14.827529,7e2c3381096b63dc8b6cd13b328c7078,
15.570207,12.258749,593a17671cbf1f661b5457655d1b554a,
10.778294,12.275204,e12f0a17192268fd6c10ff8ff4725b7c,
8.892441,14.46915,6b897fd14994ea5c6b65e579961753fd,
13.341492,12.802709,f556721b5aab87d84e18cc01aae47adf,
8.447055,10.629178,805e3665d929e4ffe426905c42cd8b23,
8.65772,9.867434,38dd4f01b29bf7ef1abd3a0a3f579696,
15.077866,14.340179,ba1a38e8ec574c56061d9d2b77cede80,
9.639519,13.388573,ef3ac25997ab187aae49bd209ea3c28a,
14.789515,13.314477,04b8b1149609f3016ee0fc7e9cd722ae,
10.883669,12.482962,e7b4537bfbc626e37a64b8673d503f20,
14.06162,13.583329,073f12ed615a2ba3bb1c907c7a1aba27,
13.918096,13.344677,3e9776b36e1074f71cf1b96294683b8f,
10.516714,11.63875,77d956ae03827815815b42ff15c9d3dc,
9.005048,11.8430605,4015dbb1178e786cabf9dd19c4a2cc9a,
8.52991,10.034108,b73f6789ba33ceb42edb77deb2a6ed52,
15.891542,14.143364,e0fc147ecce4dc904b5ab4a46cc59a37,
11.248621,10.925969,65829b9bd82661275ff6088a726f1082,
8.837204,13.310111,d2edfef69047c3fbb31c115803678c55,
14.219323,12.729499,5ecb6708ff35f0a46ed302b23bbcc4ef,
10.227475,14.048635,fe21b6eee621064119c56363552c5dc5,
15.511273,12.327126,b3afa5c11149d00715cba722f61354bc,
14.160169,12.041759,3bb17db6d409706a5c313a196a7b091a,
